scores
11
15
11
11
11
27
10
10
10
10
10
22
29
10
10
10
10
10
10
22
10
17
10
17
10
10
22
21
10
10
11
10
11
10
10
10
28
10
10
10
10
22
10
10
11
10
10
10
10
10
34
10
10
10
10
11
11
11
11
11
11
11
11
23
11
10
10
23
10
11
10
11
10
10
10
11
11
17
11
10
18
10
10
10
10
10
10
10
10
10
10
10
10
22
10
10
19
10
11
10
16
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
19
10
10
11
10
10
10
10
11
10
10
10
10
10
10
10
16
10
10
11
10
15
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
23
10
22
10
10
10
10
10
10
10
20
10
10
10
16
10
10
22
10
18
10
10
10
29
10
10
10
10
11
20
22
10
16
10
10
10
10
10
10
10
10
11
10
10
10
10
10
10
10
10
10
22
10
10
20
10
10
10
10
10
10
10
10
10
10
10
15
10
22
10
11
10
10
10
22
10
22
31
10
10
10
10
10
10
10
10
10
10
10
10
11
10
11
10
10
10
10
11
10
10
10
10
10
18
22
10
10
10
22
10
28
10
22
10
10
10
27
10
10
10
10
10
31
11
29
11
11
32
17
11
22
10
17
10
10
10
10
10
10
10
36
10
10
10
10
10
10
10
10
25
10
10
10
19
10
10
10
10
10
10
22
10
10
10
10
10
10
10
10
10
11
23
11
11
11
11
21
10
10
10
10
10
22
10
10
23
10
27
10
10
10
10
10
10
10
10
10
10
10
18
10
29
10
10
10
10
22
10
10
10
10
10
10
10
10
22
10
10
10
10
46
10
10
10
10
10
10
10
10
10
10
10
25
10
10
10
10
20
10
10
10
10
10
10
10
19
10
10
10
10
21
22
10
10
10
18
22
10
10
10
20
10
10
10
10
10
10
10
10
10
11
22
11
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
22
10
10
10
10
10
15
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
29
10
10
10
22
10
10
10
10
22
10
10
10
10
10
22
11
10
10
10
10
22
10
10
10
10
10
10
17
10
10
10
10
10
23
10
10
10
10
10
17
10
10
11
10
10
10
10
10
10
10
10
10
10
22
10
10
10
10
10
10
10
10
10
10
10
10
15
18
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
21
20
10
21
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
22
10
10
10
10
47
10
10
29
10
10
10
10
10
10
10
10
56
39
10
22
10
34
34
15
11
11
40
44
34
10
10
10
22
27
10
21
10
11
10
10
39
10
10
22
10
10
16
10
10
10
10
10
10
10
10
10
10
10
10
16
10
10
10
34
10
19
11
10
11
10
10
11
15
15
10
10
10
10
10
10
10
10
10
11
17
10
11
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
11
10
10
17
10
22
10
10
22
10
10
10
16
11
11
11
11
10
10
10
10
10
10
10
10
10
17
10
10
10
10
10
10
10
10
10
10
10
22
10
10
10
10
26
10
10
10
10
10
11
11
10
10
10
10
16
10
10
10
10
10
10
10
10
10
11
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
11
10
22
22
10
10
10
10
10
10
10
21
10
10
10
11
10
11
10
10
10
10
10
10
10
10
10
20
10
10
10
10
10
10
10
10
10
10
10
10
10
20
10
10
10
10
10
10
10
10
10
10
11
10
10
10
10
10
10
10
22
10
10
10
10
10
10
10
10
22
10
10
10
10
10
10
10
10
10
22
10
10
10
10
10
15
15
10
10
26
10
11
10
10
10
10
22
10
10
10
15
10
24
68
10
10
10
10
10
10
10
10
19
10
10
10
10
10
10
16
20
10
10
10
10
10
10
10
10
10
22
17
10
36
22
10
10
10
10
20
10
10
10
16
24
27
15
22
28
10
10
10
10
10
35
10
72
50
10
11
10
10
10
10
10
25
10
11
15
20
10
23
10
10
10
10
10
10
10
14
10
10
10
10
16
10
10
10
10
10
10
10
10
15
10
22
10
10
10
10
10
10
10
11
10
10
10
10
10
20
10
10
10
22
10
10
10
10
11
15
10
10
10
10
15
29
35
10
10
10
47
10
52
36
10
28
15
83
21
11
22
10
36
40
23
22
34
10
10
16
10
15
22
10
10
20
10
38
22
27
18
53
10
10
33
45
11
23
16
27
10
18
34
10
10
10
22
10
19
11
22
22
11
10
40
62
11
22
10
10
34
10
64
18
10
10
36
65
70
10
11
39
20
28
10
23
33
48
41
47
20
10
16
10
93
40
11
30
17
41
56
47
34
22
22
10
19
61
18
35
15
10
22
52
33
20
47
99
39
10
10
46
53
31
10
49
85
34
19
10
10
140
22
10
10
28
38
49
68
39
57
24
10
10
10
36
10
59
22
34
41
22
30
15
110
34
10
17
30
23
188
20
42
22
15
10
24
23
22
34
77
21
125
10
17
49
23
33
23
10
22
41
10
22
39
10
25
64
10
51
78
91
10
15
30
10
135
43
18
78
10
20
71
23
56
104
22
47
111
122
26
119
44
152
10
62
344
123
29
35
11
61
64
169
10
49
143
139
10
22
24
48
75
51
37
71
22
99
62
65
64
60
122
16
134
53
22
27
130
40
22
98
62
34
51
235
17
209
108
123
343
63
18
122
139
247
51
23
98
172
274
330
10
273
