qvalues
0.12458485
0.079074115
0.04138923
0.0053262217
-0.03200762
-0.040078074
-0.037184566
-0.034142725
-0.03033823
-0.023607172
-0.019730248
-0.017632749
-0.010135014
-0.0066697644
0.0007434123
0.0037218118
0.013625032
0.020920184
0.02670341
0.035304867
0.045616336
0.056398872
0.06678356
0.08514947
0.098609865
0.11750578
0.13119037
0.15219432
0.16911654
0.17711331
0.18380861
0.19111994
0.20587122
0.21929419
0.237654
0.2583005
0.28075114
0.30693212
0.33852834
0.37096372
0.40674534
0.44459805
0.48780155
0.5320016
0.58068514
0.6305264
0.6835569
0.7357134
0.7938325
0.8543631
0.9220539
0.95545477
0.9994957
1.0534256
1.0695896
1.0945898
1.1134471
1.1423972
1.1720642
1.2151022
1.2358937
1.2687556
1.3014785
1.3459141
1.3864787
1.4526881
1.5243323
1.6027321
1.6290303
1.6733481
1.72771
1.7888813
1.8590494
1.9299543
2.0295017
2.1080236
2.1942475
2.2859976
2.3833318
2.4974298
2.6223807
2.7294066
2.869786
2.9698272
3.0418189
3.0985575
3.1407213
3.183878
3.2514515
3.297098
3.3635678
3.4283495
3.4972794
3.5403793
3.5871818
3.6766233
3.7367408
3.7915893
3.8360314
3.8333106
3.819319
3.8489747
3.88725
3.9286757
4.0151515
4.089382
4.153141
4.203278
4.2394943
4.2167788
4.198331
4.235509
4.2693553
4.2855763
4.2695103
4.2434163
4.223408
4.204662
4.1377177
4.0419927
3.972372
3.914187
3.9014204
3.8927708
3.8814445
3.8605537
3.8425913
3.847399
3.8556626
3.858788
3.864552
3.8530517
3.8464553
3.8411183
3.8358622
3.8483412
3.8706243
3.9240527
3.9787495
4.0188603
4.0736036
4.1322045
4.150152
4.1972365
4.227213
4.2407537
4.2586274
4.2384562
4.2263947
4.225304
4.236689
4.2635818
4.2898464
4.3133297
4.333259
4.300791
4.2667713
4.2387714
4.210062
4.193116
4.175402
4.167732
4.1714954
4.193013
4.2308564
4.2621326
4.3076105
4.3537292
4.4379625
4.5490117
4.671756
4.792484
4.9239626
5.003178
5.0819936
5.169657
5.228981
5.2396536
5.2511096
5.23328
5.2135315
5.21123
5.1731987
5.1801205
5.0939255
4.9670005
4.886212
4.8167057
4.7676525
4.7362022
4.7106705
4.665967
4.6385226
4.5853014
4.542227
4.5270004
4.520335
4.5234036
4.529795
4.530587
4.54268
4.517246
4.508983
4.487797
4.484134
4.4870896
4.508977
4.5381927
4.524951
4.5171657
4.5009265
4.458621
4.428068
4.4135704
4.4136
4.4165473
4.40765
4.4017315
4.407802
4.3764176
4.3641834
4.361023
4.3559837
4.360152
4.3509235
4.3735104
4.4020367
4.449972
4.49475
4.5610824
4.5822973
4.5140557
4.428504
4.3599014
4.3102765
4.294025
4.27441
4.280031
4.2809057
4.2927766
4.306446
4.320519
4.3339376
4.365568
4.386237
4.419268
4.454866
4.5000124
4.5477614
4.5910277
4.638432
4.694085
4.7545767
4.8162746
4.8829274
4.9645624
5.067605
5.164402
5.2799764
5.405296
5.511665
5.561768
5.6392965
5.760785
5.8694816
5.9819093
6.0914555
6.202601
6.327224
6.4719934
6.5984993
6.578106
6.4092755
6.218747
6.0656586
5.9222827
5.824681
5.7440023
5.7044916
5.6150107
5.5585556
5.5244293
5.5013533
5.488036
5.480071
5.4939938
5.5297356
5.5144224
5.499992
5.510839
5.4745617
5.469946
5.4366975
5.357855
5.2984858
5.2970457
5.292948
5.3216934
5.372308
5.4140954
5.4093533
5.433317
5.4566007
5.4783864
5.516267
5.5739446
